[2017/12/19 15:37:39] , 0.29
[2017/12/19 15:37:39] , 0.299
[2017/12/19 15:37:39] , 0.279
[2017/12/19 15:37:40] , 0.301
[2017/12/19 15:37:40] , 0.296
[2017/12/19 15:37:40] , 0.304
[2017/12/19 15:37:40] , 0.302
[2017/12/19 15:37:41] , 0.227
[2017/12/19 15:37:41] , 0.568
[2017/12/19 15:37:42] , 0.305
[2017/12/19 15:37:42] , 0.336
[2017/12/19 15:37:42] , 0.266
[2017/12/19 15:37:42] , 0.244
[2017/12/19 15:37:43] , 0.299
[2017/12/19 15:37:43] , 0.25
[2017/12/19 15:37:43] , 0.298
[2017/12/19 15:37:44] , 0.822
[2017/12/19 15:37:44] , 0.253
[2017/12/19 15:37:45] , 0.317
[2017/12/19 15:37:45] , 0.253
[2017/12/19 15:37:45] , 0.346
[2017/12/19 15:37:46] , 0.297
[2017/12/19 15:37:46] , 0.22
[2017/12/19 15:37:46] , 0.312
[2017/12/19 15:37:46] , 0.3
[2017/12/19 15:37:47] , 0.31
[2017/12/19 15:37:47] , 0.382
[2017/12/19 15:37:47] , 0.239
[2017/12/19 15:37:48] , 0.367
[2017/12/19 15:37:48] , 0.312
[2017/12/19 15:37:48] , 0.299
[2017/12/19 15:37:49] , 0.304
[2017/12/19 15:37:49] , 0.307
[2017/12/19 15:37:49] , 0.302
[2017/12/19 15:37:49] , 0.265
[2017/12/19 15:37:50] , 0.256
[2017/12/19 15:37:50] , 0.343
