[2017/12/19 10:18:01] , 292.626 , -22.1874 , 31.5866 , 31.9737
[2017/12/19 10:18:01] , 58.6956 , -22.4649 , 31.3468 , 31.9292
[2017/12/19 10:18:01] , 245.663 , -22.2115 , 31.3585 , 31.8245
[2017/12/19 10:18:00] , 225.841 , -22.0631 , 31.8661 , 32.168
[2017/12/19 10:18:00] , 160.268 , -22.5014 , 31.2179 , 31.5739
[2017/12/19 10:18:00] , 233.854 , -22.213 , 31.4884 , 31.9176
[2017/12/19 10:18:00] , 223.855 , -21.9508 , 31.7613 , 32.0832
[2017/12/19 10:18:00] , 147.744 , -22.039 , 32.013 , 32.3327
[2017/12/19 10:18:00] , 245.204 , -22.2946 , 31.7823 , 32.1703
[2017/12/19 10:18:00] , 191.477 , -22.4006 , 31.2447 , 31.6124
[2017/12/19 10:18:00] , 266.478 , -22.2214 , 31.641 , 32.1018
[2017/12/19 10:17:59] , 297.297 , -22.0801 , 31.6035 , 31.812
[2017/12/19 10:17:59] , 334.912 , -22.096 , 31.9003 , 32.0959
[2017/12/19 10:17:59] , 261.877 , -22.1386 , 31.9284 , 32.1862
[2017/12/19 10:17:59] , 168.685 , -22.2993 , 31.711 , 31.9566
[2017/12/19 10:17:59] , 338.862 , -22.0974 , 31.6751 , 31.7866
[2017/12/19 10:17:59] , 289.39 , -21.9903 , 32.0037 , 32.3511
[2017/12/19 10:17:59] , 265.63 , -22.3815 , 31.9811 , 32.0317
[2017/12/19 10:17:59] , 401.261 , -22.1879 , 31.7403 , 32.1445
[2017/12/19 10:17:58] , 260.531 , -22.1524 , 31.6353 , 32.0272
[2017/12/19 10:17:58] , 187.765 , -21.9205 , 31.8586 , 32.2152
[2017/12/19 10:17:58] , 201.595 , -22.2705 , 31.3167 , 31.7432
[2017/12/19 10:17:58] , 149.256 , -22.5215 , 31.3156 , 31.6789
[2017/12/19 10:17:58] , 201.014 , -21.9043 , 31.8651 , 32.1288
[2017/12/19 10:17:58] , 207.324 , -21.8103 , 32.022 , 32.3569
[2017/12/19 10:17:58] , 71.0673 , -22.1265 , 31.963 , 32.4396
[2017/12/19 10:17:57] , 275.586 , -22.1138 , 31.0977 , 31.4423
[2017/12/19 10:17:57] , 186.263 , -22.2445 , 31.6502 , 32.0761
[2017/12/19 10:17:57] , 264.113 , -22.2379 , 31.6329 , 31.9831
[2017/12/19 10:17:57] , 295.393 , -22.2549 , 31.3258 , 31.7422
[2017/12/19 10:17:57] , 401.439 , -22.2114 , 31.4979 , 31.8615
[2017/12/19 10:17:57] , 115.076 , -22.3659 , 31.8423 , 32.2
[2017/12/19 10:17:57] , 292.713 , -21.886 , 31.821 , 32.1588
[2017/12/19 10:17:56] , 311.386 , -22.1472 , 31.7996 , 32.282
[2017/12/19 10:17:56] , 120.521 , -22.1049 , 31.614 , 32.2467
[2017/12/19 10:17:56] , 121.658 , -21.8685 , 31.4887 , 31.7917
[2017/12/19 10:17:56] , 263.279 , -20.3069 , 28.5067 , 28.9291
[2017/12/19 11:03:18] , 369.783 , -22.4117 , 32.4078 , 32.8953
[2017/12/19 11:03:18] , 311.257 , -22.4499 , 32.4212 , 32.8762
[2017/12/19 11:03:18] , 387.25 , -22.2351 , 32.906 , 33.3481
[2017/12/19 11:03:18] , 261.072 , -22.6263 , 32.7356 , 33.1722
[2017/12/19 11:03:18] , 240.786 , -22.3181 , 32.6503 , 33.1186
[2017/12/19 11:03:18] , 258.801 , -22.4084 , 32.4942 , 32.98
[2017/12/19 11:03:17] , 342.579 , -22.3152 , 32.3069 , 32.5968
[2017/12/19 11:03:17] , 316.869 , -22.0606 , 32.3012 , 32.8471
[2017/12/19 11:03:17] , 279.112 , -20.317 , 29.1567 , 29.4241
[2018/01/18 14:43:03] , 20.101 , 20.5432 , 20.4772 , 20.8331
[2018/01/18 14:43:04] , 21.9739 , 22.4541 , 22.4504 , 22.6699
[2018/01/18 14:43:04] , 22.1464 , 22.5959 , 22.7416 , 22.83
[2018/01/18 14:43:04] , 22.1826 , 22.5974 , 22.6974 , 22.8765
[2018/01/18 14:43:04] , 22.1996 , 22.6066 , 22.8212 , 22.8374
[2018/01/18 14:43:04] , 22.167 , 22.5984 , 22.5381 , 22.8978
[2018/01/18 14:43:04] , 22.1754 , 22.5428 , 22.7679 , 22.8599
[2018/01/18 14:43:04] , 22.1739 , 22.6131 , 22.6793 , 22.8564
[2018/01/18 14:43:04] , 22.1965 , 22.583 , 22.6712 , 22.8835
[2018/01/18 14:43:05] , 22.194 , 22.5894 , 22.7002 , 22.8632
[2018/01/18 14:43:05] , 22.2006 , 22.5945 , 22.5818 , 22.9275
[2018/01/18 14:43:05] , 22.2331 , 22.5539 , 22.6007 , 22.9105
[2018/01/18 14:43:05] , 22.1996 , 22.5593 , 22.5796 , 22.8953
[2018/01/18 14:43:05] , 22.2148 , 22.5918 , 22.5572 , 22.9464
[2018/01/18 14:43:05] , 22.2025 , 22.5742 , 22.8405 , 22.8552
[2018/01/18 14:43:05] , 22.1991 , 22.6228 , 22.7155 , 22.8606
[2018/01/18 14:43:06] , 22.1806 , 22.5679 , 22.8342 , 22.8976
[2018/01/18 14:43:06] , 22.2017 , 22.572 , 22.5735 , 22.8873
[2018/01/18 14:43:06] , 22.2378 , 22.5633 , 22.6707 , 22.8635
[2018/01/18 14:43:06] , 22.1932 , 22.5876 , 22.7389 , 22.8362
[2018/01/18 14:43:06] , 22.2005 , 22.6035 , 22.6515 , 22.8817
[2018/01/18 14:43:06] , 22.2035 , 22.5981 , 22.7943 , 22.8516
[2018/01/18 14:43:06] , 22.206 , 22.5907 , 22.6748 , 22.9402
[2018/01/18 14:43:06] , 22.2017 , 22.606 , 22.6161 , 22.9551
[2018/01/18 14:43:07] , 22.1922 , 22.5778 , 22.7726 , 22.9359
[2018/01/18 14:43:07] , 22.1435 , 22.6231 , 22.7755 , 22.8816
[2018/01/18 14:43:07] , 22.2165 , 22.5907 , 22.5294 , 22.9634
[2018/01/18 14:43:07] , 22.189 , 22.6015 , 22.5207 , 22.9458
[2018/01/18 14:43:07] , 22.0795 , 22.5956 , 22.602 , 22.8939
[2018/01/18 14:43:07] , 22.1583 , 22.5882 , 22.719 , 22.9212
[2018/01/18 14:43:07] , 22.1495 , 22.6012 , 22.6086 , 22.9168
[2018/01/18 14:43:07] , 22.1282 , 22.6161 , 22.7287 , 22.8844
[2018/01/18 14:43:08] , 22.0898 , 22.606 , 22.6323 , 22.934
[2018/01/18 14:43:08] , 22.1137 , 22.6029 , 22.7422 , 22.9065
[2018/01/18 14:43:08] , 22.0931 , 22.63 , 22.6678 , 22.9269
[2018/01/18 14:43:08] , 22.1322 , 22.6347 , 22.6702 , 22.8831
[2018/01/18 14:43:08] , 22.1608 , 22.6306 , 22.5106 , 22.9247
[2018/01/18 14:43:08] , 22.1019 , 22.6347 , 22.8111 , 22.8418
[2018/01/18 14:43:08] , 22.1034 , 22.6214 , 22.6969 , 22.9005
[2018/01/18 14:43:09] , 22.0557 , 22.659 , 22.6796 , 22.9035
[2018/01/18 14:43:09] , 22.0149 , 22.6259 , 22.7488 , 22.9335
[2018/01/18 14:43:09] , 22.0499 , 22.5978 , 22.7414 , 22.8996
[2018/01/18 14:43:09] , 22.1033 , 22.6774 , 22.6107 , 22.924
[2018/01/18 14:43:09] , 22.0557 , 22.6436 , 22.8292 , 22.9102
[2018/01/18 14:43:09] , 22.0423 , 22.6747 , 22.7876 , 22.8564
[2018/01/18 14:43:09] , 21.9727 , 22.7118 , 22.866 , 22.8607
[2018/01/18 14:43:09] , 22.037 , 22.6878 , 22.6951 , 22.8907
[2018/01/18 14:43:10] , 22.0383 , 22.6901 , 22.6247 , 22.9254
[2018/01/18 14:43:10] , 22.1181 , 22.6812 , 22.7324 , 22.9446
[2018/01/18 14:43:10] , 22.0138 , 22.6827 , 22.7696 , 22.8893
[2018/01/18 14:43:10] , 22.0521 , 22.644 , 22.8483 , 22.9207
[2018/01/18 14:43:10] , 22.0328 , 22.6976 , 22.7665 , 22.9145
[2018/01/18 14:43:10] , 22.047 , 22.7321 , 22.7156 , 22.8089
[2018/01/18 14:43:10] , 22.062 , 22.6714 , 22.7066 , 22.9591
[2018/01/18 14:43:10] , 22.0428 , 22.7229 , 22.644 , 22.8906
[2018/01/18 14:43:11] , 22.0639 , 22.7435 , 22.7593 , 22.8958
[2018/01/18 14:43:11] , 22.0316 , 22.6838 , 22.7104 , 22.878
[2018/01/18 14:43:11] , 22.015 , 22.7149 , 22.7174 , 22.8992
[2018/01/18 14:43:11] , 22.0386 , 22.7656 , 22.8161 , 22.9171
[2018/01/18 14:43:11] , 22.027 , 22.6584 , 22.8822 , 22.9507
[2018/01/18 14:43:11] , 22.0397 , 22.7537 , 22.7055 , 22.9172
[2018/01/18 14:43:11] , 22.0704 , 22.7189 , 22.8882 , 22.9005
[2018/01/18 14:43:12] , 22.0368 , 22.75 , 22.688 , 22.9515
[2018/01/18 14:43:12] , 22.0679 , 22.7277 , 22.8614 , 22.9355
[2018/01/18 14:43:12] , 22.0775 , 22.7463 , 22.674 , 22.8998
[2018/01/18 14:43:12] , 22.0898 , 22.7594 , 22.7346 , 22.924
[2018/01/18 14:43:12] , 22.0909 , 22.7309 , 22.7401 , 22.9308
[2018/01/18 14:43:12] , 22.0978 , 22.7831 , 22.8205 , 22.9154
[2018/01/18 14:43:12] , 22.0757 , 22.7832 , 22.9008 , 22.9186
[2018/01/18 14:43:12] , 22.0509 , 22.8084 , 22.8305 , 22.8983
[2018/01/18 14:43:13] , 22.0646 , 22.7627 , 22.8425 , 22.8736
[2018/01/18 14:43:13] , 22.075 , 22.7472 , 22.7956 , 22.8782
[2018/01/18 14:43:13] , 22.0417 , 22.7617 , 22.9077 , 22.8855
[2018/01/18 14:43:13] , 22.0865 , 22.7882 , 22.74 , 22.9227
[2018/01/18 14:43:13] , 22.1339 , 22.786 , 22.8115 , 22.901
[2018/01/18 14:43:13] , 22.0676 , 22.8269 , 22.8156 , 22.9469
[2018/01/18 14:43:13] , 22.1117 , 22.8306 , 22.7863 , 22.9078
[2018/01/18 14:43:13] , 22.0906 , 22.8195 , 22.7494 , 22.927
[2018/01/18 14:43:14] , 22.1047 , 22.7615 , 22.7461 , 22.963
[2018/01/18 14:43:14] , 22.1401 , 22.7995 , 22.7344 , 22.8841
[2018/01/18 14:43:14] , 22.1388 , 22.819 , 22.7812 , 22.9294
[2018/01/18 14:43:14] , 22.1318 , 22.8208 , 22.6737 , 22.9495
[2018/01/18 14:43:14] , 22.1426 , 22.8141 , 22.778 , 22.908
[2018/01/18 14:43:14] , 22.1937 , 22.7815 , 22.7531 , 22.9521
[2018/01/18 14:43:14] , 22.0799 , 22.7785 , 22.9769 , 22.8945
[2018/01/18 14:43:15] , 22.1492 , 22.8034 , 22.721 , 22.9212
[2018/01/18 14:43:15] , 22.1715 , 22.8376 , 22.7663 , 22.9351
[2018/01/18 14:43:15] , 22.1462 , 22.7859 , 22.953 , 22.9272
[2018/01/18 14:43:15] , 22.1689 , 22.8337 , 22.9359 , 22.9242
[2018/01/18 14:43:15] , 22.1915 , 22.7194 , 22.8063 , 22.892
[2018/01/18 14:43:15] , 22.2072 , 22.8185 , 22.7603 , 22.9484
[2018/01/18 14:43:15] , 22.179 , 22.7773 , 22.7996 , 22.9535
[2018/01/18 14:43:15] , 22.1469 , 22.8147 , 22.7619 , 22.8878
[2018/01/18 14:43:16] , 22.1212 , 22.8295 , 22.8088 , 22.9138
[2018/01/18 14:54:30] , 20.0668 , 20.1876 , 20.0851 , 21.0569
[2018/01/18 14:54:30] , 21.9594 , 22.0068 , 21.9794 , 22.9255
[2018/01/18 14:54:31] , 22.1565 , 22.1722 , 22.1082 , 23.1228
[2018/01/18 14:54:31] , 22.1311 , 22.1873 , 22.2567 , 23.0973
[2018/01/18 14:54:31] , 22.138 , 22.2296 , 22.2519 , 23.1064
[2018/01/18 14:54:31] , 22.1067 , 22.2312 , 22.1604 , 23.1118
[2018/01/18 14:54:31] , 22.0606 , 22.261 , 22.2136 , 23.1055
[2018/01/18 14:54:31] , 22.127 , 22.2637 , 22.1068 , 23.1277
[2018/01/18 14:54:31] , 22.108 , 22.2503 , 22.154 , 23.116
[2018/01/18 14:54:32] , 22.1176 , 22.2673 , 22.1264 , 23.0464
[2018/01/18 14:54:32] , 22.1549 , 22.2574 , 22.0374 , 23.1132
[2018/01/18 14:54:32] , 22.0718 , 22.2816 , 22.1044 , 23.1079
[2018/01/18 14:54:32] , 22.0665 , 22.2587 , 22.2107 , 23.1279
[2018/01/18 14:54:32] , 22.1252 , 22.2794 , 22.2044 , 23.0749
[2018/01/18 14:54:32] , 22.1192 , 22.2904 , 22.172 , 23.1204
[2018/01/18 14:54:32] , 22.1437 , 22.3051 , 22.0642 , 23.0788
[2018/01/18 14:54:32] , 22.1163 , 22.3475 , 22.1775 , 23.075
[2018/01/18 14:54:33] , 22.1799 , 22.3263 , 22.0215 , 23.1135
[2018/01/18 14:54:33] , 22.0491 , 22.297 , 22.1348 , 23.0599
[2018/01/18 14:54:33] , 22.0781 , 22.2829 , 22.111 , 23.0962
[2018/01/18 14:54:33] , 22.0375 , 22.3728 , 22.2592 , 23.1155
[2018/01/18 14:54:33] , 22.0725 , 22.3354 , 22.1292 , 23.1538
[2018/01/18 14:54:33] , 22.1167 , 22.3275 , 22.1265 , 23.0613
[2018/01/18 14:54:33] , 22.0683 , 22.3404 , 22.215 , 23.0872
[2018/01/18 14:54:33] , 22.0571 , 22.3507 , 22.2277 , 23.0918
[2018/01/18 14:54:34] , 22.0583 , 22.3812 , 22.1719 , 23.0899
[2018/01/18 14:54:34] , 22.1268 , 22.359 , 22.1918 , 23.1652
[2018/01/18 14:54:34] , 22.1444 , 22.3501 , 22.1663 , 23.1446
[2018/01/18 14:54:34] , 22.1073 , 22.3721 , 22.1776 , 23.1084
[2018/01/18 14:54:34] , 22.1403 , 22.3194 , 22.206 , 23.0731
[2018/01/18 14:54:34] , 22.116 , 22.3966 , 22.2155 , 23.0905
[2018/01/18 14:54:34] , 22.0682 , 22.4401 , 22.1228 , 23.1012
[2018/01/18 14:54:35] , 22.1254 , 22.4031 , 22.062 , 23.1319
[2018/01/18 14:54:35] , 22.0235 , 22.4498 , 22.0429 , 23.0936
[2018/01/18 14:54:35] , 22.0803 , 22.3925 , 22.1003 , 23.1198
[2018/01/18 14:54:35] , 22.0718 , 22.3987 , 22.1353 , 23.113
[2018/01/18 14:54:35] , 22.0642 , 22.3856 , 22.1679 , 23.0827
[2018/01/18 14:54:35] , 22.0681 , 22.3274 , 22.1368 , 23.1028
[2018/01/18 14:54:35] , 22.0183 , 22.4042 , 22.0724 , 23.0795
[2018/01/18 14:54:35] , 22.0115 , 22.3793 , 22.1873 , 23.0637
[2018/01/18 14:54:36] , 22.0155 , 22.3998 , 22.1021 , 23.0828
[2018/01/18 14:54:36] , 21.9635 , 22.4108 , 22.1125 , 23.1165
[2018/01/18 14:54:36] , 22.0043 , 22.4004 , 22.0907 , 23.0236
[2018/01/18 14:54:36] , 22.0194 , 22.3698 , 22.1207 , 23.0472
[2018/01/18 14:54:36] , 22.1028 , 22.3306 , 22.178 , 23.0607
[2018/01/18 14:54:36] , 21.9942 , 22.3156 , 22.2334 , 23.1282
[2018/01/18 14:54:36] , 22.0321 , 22.3393 , 22.1587 , 23.0841
[2018/01/18 14:54:36] , 22.006 , 22.3164 , 22.1474 , 23.0824
[2018/01/18 14:54:37] , 22.0013 , 22.3439 , 22.0142 , 23.0708
[2018/01/18 14:54:37] , 22.0487 , 22.3054 , 22.182 , 23.0903
[2018/01/18 14:54:37] , 22.0188 , 22.3543 , 22.1176 , 23.1126
[2018/01/18 14:54:37] , 22.0093 , 22.3588 , 22.1847 , 23.0735
[2018/01/18 14:54:37] , 22.0107 , 22.3501 , 22.1679 , 23.0563
[2018/01/18 14:54:38] , 21.9744 , 22.29 , 22.0844 , 23.1027
[2018/01/18 14:54:38] , 21.987 , 22.3301 , 22.0768 , 23.1183
[2018/01/18 14:54:38] , 21.9677 , 22.2996 , 22.0511 , 23.0603
[2018/01/18 14:54:38] , 21.9933 , 22.3333 , 22.2401 , 23.0322
[2018/01/18 14:54:38] , 21.9751 , 22.2908 , 22.1639 , 23.0388
[2018/01/18 14:54:38] , 21.9712 , 22.3462 , 22.1387 , 23.0554
[2018/01/18 14:54:38] , 21.9731 , 22.3079 , 22.125 , 23.0683
[2018/01/18 14:54:38] , 21.9938 , 22.3022 , 22.1488 , 23.0695
[2018/01/18 14:54:39] , 22.0025 , 22.3221 , 22.11 , 23.0513
[2018/01/18 14:54:39] , 21.9509 , 22.3832 , 22.2112 , 23.068
[2018/01/18 14:54:39] , 21.9507 , 22.293 , 22.0815 , 23.074
[2018/01/18 14:54:39] , 22.0168 , 22.2575 , 22.2132 , 23.0221
[2018/01/18 14:54:39] , 22.0251 , 22.3158 , 22.1568 , 23.0653
[2018/01/18 14:54:39] , 22.0008 , 22.3416 , 22.1791 , 23.0989
[2018/01/18 14:54:39] , 22.0259 , 22.312 , 22.1788 , 23.0769
[2018/01/18 14:54:40] , 21.9872 , 22.3868 , 22.2016 , 23.0611
[2018/01/18 14:54:40] , 21.9973 , 22.3184 , 22.1308 , 23.1146
[2018/01/18 14:54:40] , 21.9846 , 22.335 , 22.1494 , 23.0669
[2018/01/18 14:54:40] , 21.988 , 22.3228 , 22.1511 , 23.0808
[2018/01/18 14:54:40] , 22.0224 , 22.3194 , 22.1535 , 23.1049
[2018/01/18 14:54:40] , 22.0392 , 22.285 , 22.0899 , 23.0683
[2018/01/18 14:54:40] , 22.0294 , 22.3023 , 22.157 , 23.0329
[2018/01/18 14:54:40] , 22.0695 , 22.3199 , 22.0993 , 23.064
[2018/01/18 14:54:41] , 22.0207 , 22.3306 , 22.0235 , 23.0828
[2018/01/18 14:54:41] , 21.9708 , 22.3065 , 22.1464 , 23.0754
[2018/01/18 14:54:41] , 21.8775 , 22.3385 , 22.1758 , 23.0245
[2018/01/18 14:54:41] , 22.0306 , 22.3642 , 22.1193 , 23.0198
[2018/01/18 14:54:41] , 22.0035 , 22.3529 , 22.0845 , 23.0925
[2018/01/18 14:54:41] , 22.0056 , 22.3814 , 22.234 , 23.0306
[2018/01/18 14:54:41] , 22.0263 , 22.3179 , 22.136 , 23.0409
[2018/01/18 14:54:41] , 22.0328 , 22.2962 , 22.2524 , 23.0487
